intelligence,grindstone,creativity,leader,achievement,honesty,royalty,justice,trust,sympathy,dominant_personality,politeness,attractive,neatness,strength,body,physical_features,beauty,friends,outgoing,cooperativeness,humor,communication,sports,art,music,school,clubs,Ability_and_Competence_mean,Character_or_Morality_mean,Appearance_mean,Social_Relations_mean,Activities_Engagement_mean
0.7,0.6,0.8,0.3,0.7,0.4,0.2,0.2,0.5,0.4,0.3,0.5,0.5,0.6,0.2,0.1,0.1,0.3,0.6,0.5,0.5,0.4,0.5,0.1,0.7,0.3,0.6,0.4,0.6199999999999999,0.35714285714285715,0.30000000000000004,0.5,0.41999999999999993
0.6,0.7,0.3,0.2,0.8,0.5,0.1,0.3,0.4,0.2,0.5,0.4,0.3,0.3,0.4,0.3,0.3,0.2,0.4,0.5,0.3,0.3,0.5,0.2,0.1,0.1,0.8,0.3,0.5199999999999999,0.34285714285714286,0.3,0.4,0.30000000000000004
0.3,0.2,0.1,0.1,0.1,0.5,0.0,0.0,0.3,0.2,0.4,0.2,0.6,0.1,0.2,0.3,0.3,0.4,0.7,0.8,0.3,0.5,0.6,0.1,0.0,0.0,0.2,0.1,0.15999999999999998,0.22857142857142856,0.31666666666666665,0.58,0.08
0.8,0.6,0.7,0.5,0.7,0.9,0.3,0.6,0.8,0.7,0.8,0.5,0.4,0.3,0.4,0.2,0.2,0.2,0.5,0.8,0.4,0.6,0.9,0.2,0.3,0.3,0.7,0.4,0.6599999999999999,0.6571428571428571,0.2833333333333333,0.64,0.38
0.3,0.4,0.6,0.2,0.3,0.5,0.0,0.2,0.4,0.3,0.2,0.5,0.4,0.3,0.2,0.1,0.1,0.3,0.5,0.6,0.4,0.7,0.5,0.1,0.8,0.2,0.4,0.3,0.36,0.3,0.2333333333333333,0.54,0.36
0.7,0.8,0.6,0.4,0.7,0.5,0.2,0.3,0.5,0.4,0.6,0.5,0.4,0.3,0.5,0.4,0.3,0.3,0.5,0.5,0.4,0.5,0.6,0.3,0.2,0.2,0.6,0.3,0.64,0.42857142857142855,0.3666666666666667,0.5,0.31999999999999995
0.3,0.2,0.1,0.1,0.2,0.5,0.0,0.1,0.4,0.6,0.1,0.7,0.5,0.6,0.2,0.3,0.4,0.5,0.4,0.2,0.5,0.3,0.4,0.1,0.1,0.1,0.2,0.1,0.18,0.3428571428571429,0.4166666666666667,0.36000000000000004,0.12
0.9,0.8,0.5,0.7,0.9,0.6,0.3,0.4,0.7,0.5,0.6,0.7,0.5,0.4,0.5,0.4,0.4,0.5,0.6,0.7,0.6,0.5,0.7,0.4,0.3,0.3,0.9,0.5,0.76,0.5428571428571428,0.44999999999999996,0.6199999999999999,0.48
0.6,0.5,0.7,0.4,0.6,0.5,0.2,0.3,0.5,0.4,0.3,0.5,0.4,0.3,0.2,0.2,0.2,0.3,0.5,0.6,0.5,0.7,0.7,0.2,0.3,0.2,0.6,0.4,0.56,0.3857142857142857,0.26666666666666666,0.6,0.33999999999999997
0.3,0.4,0.6,0.2,0.3,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.4,0.1,0.5,0.5,0.4,0.3,0.4,0.6,0.3,0.5,0.5,0.8,0.2,0.7,0.5,0.3,0.36,0.17142857142857143,0.36666666666666664,0.45999999999999996,0.5
0.2,0.1,0.3,0.2,0.1,0.3,0.1,0.1,0.3,0.4,0.2,0.5,0.9,0.3,0.1,0.3,0.8,0.9,0.7,0.6,0.4,0.3,0.5,0.1,0.2,0.2,0.2,0.2,0.18,0.27142857142857146,0.55,0.5,0.18
0.7,0.6,0.8,0.5,0.6,0.4,0.2,0.3,0.5,0.4,0.6,0.5,0.5,0.4,0.3,0.3,0.3,0.4,0.7,0.8,0.5,0.7,0.6,0.3,0.4,0.3,0.7,0.5,0.6399999999999999,0.4142857142857143,0.3666666666666667,0.66,0.44000000000000006
0.3,0.2,0.1,0.1,0.1,0.5,0.0,0.0,0.3,0.2,0.1,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.5,0.1,0.15999999999999998,0.2,0.05000000000000001,0.2,0.12
0.3,0.9,0.2,0.5,0.8,0.4,0.1,0.2,0.5,0.3,0.7,0.3,0.6,0.2,0.9,0.8,0.7,0.5,0.4,0.5,0.4,0.3,0.4,1.0,0.1,0.1,0.6,0.5,0.54,0.35714285714285715,0.6166666666666667,0.4,0.4600000000000001
0.7,0.9,0.5,0.6,0.8,0.8,0.4,0.7,0.8,0.9,0.5,0.8,0.6,0.7,0.5,0.4,0.4,0.5,0.7,0.8,0.9,0.6,0.7,0.4,0.5,0.5,0.8,0.7,0.7,0.7,0.5166666666666666,0.74,0.5800000000000001
0.3,0.2,0.6,0.1,0.2,0.4,0.1,0.1,0.3,0.4,0.2,0.5,0.5,0.3,0.2,0.3,0.4,0.4,0.5,0.6,0.4,0.7,0.5,0.1,0.2,0.2,0.3,0.2,0.28,0.2857142857142857,0.35000000000000003,0.54,0.2
0.6,0.4,0.5,0.3,0.4,0.7,0.1,0.2,0.5,0.3,0.4,0.5,0.3,0.2,0.4,0.3,0.2,0.2,0.4,0.5,0.3,0.7,0.6,0.3,0.2,0.1,0.4,0.2,0.44000000000000006,0.38571428571428573,0.26666666666666666,0.5,0.24
0.8,0.7,0.3,0.2,0.8,0.5,0.1,0.2,0.4,0.3,0.2,0.5,0.3,0.4,0.3,0.2,0.2,0.2,0.3,0.3,0.4,0.2,0.5,0.1,0.1,0.1,0.9,0.2,0.5599999999999999,0.31428571428571433,0.26666666666666666,0.33999999999999997,0.28
0.6,0.4,0.7,0.3,0.5,0.6,0.2,0.3,0.5,0.4,0.5,0.4,0.5,0.3,0.6,0.4,0.3,0.4,0.5,0.5,0.4,0.8,0.6,0.3,0.4,0.3,0.5,0.3,0.5,0.41428571428571426,0.4166666666666666,0.56,0.36
0.7,0.5,0.6,0.3,0.6,0.4,0.2,0.3,0.5,0.4,0.3,0.5,0.4,0.3,0.3,0.2,0.2,0.3,0.6,0.5,0.5,0.4,0.6,0.2,0.4,0.3,0.7,0.4,0.5399999999999999,0.37142857142857144,0.2833333333333333,0.52,0.4
0.7,0.6,0.5,0.8,0.7,0.8,0.3,0.7,0.9,0.9,0.6,0.9,0.7,0.5,0.4,0.3,0.3,0.5,1.0,0.9,0.9,0.7,0.9,0.2,0.3,0.3,0.8,0.6,0.6599999999999999,0.7285714285714286,0.45,0.8800000000000001,0.44000000000000006
0.7,0.9,0.5,0.3,0.8,0.6,0.2,0.3,0.5,0.4,0.5,0.6,0.4,0.7,0.5,0.3,0.3,0.3,0.4,0.3,0.5,0.4,0.6,0.3,0.2,0.2,0.8,0.4,0.64,0.4428571428571429,0.4166666666666667,0.44000000000000006,0.38
0.3,0.7,0.2,0.4,0.5,0.6,0.1,0.3,0.6,0.4,0.3,0.7,0.3,0.5,0.2,0.1,0.1,0.2,0.4,0.5,0.7,0.3,0.6,0.1,0.2,0.1,0.4,0.3,0.42000000000000004,0.42857142857142855,0.23333333333333336,0.5,0.22000000000000003
0.3,0.2,0.1,0.2,0.2,0.5,0.1,0.3,0.6,0.8,0.1,0.7,0.5,0.3,0.2,0.1,0.3,0.4,0.9,0.7,0.8,0.4,0.6,0.1,0.1,0.1,0.3,0.2,0.2,0.4428571428571428,0.30000000000000004,0.68,0.16
0.3,0.7,0.2,0.2,0.5,0.6,0.1,0.3,0.7,0.8,0.2,0.8,0.5,0.4,0.3,0.1,0.1,0.4,0.9,0.8,0.7,0.6,0.8,0.1,0.1,0.1,0.5,0.3,0.38,0.5,0.30000000000000004,0.7600000000000001,0.22000000000000003
0.7,0.8,0.3,0.2,0.7,0.6,0.1,0.3,0.5,0.4,0.2,0.6,0.3,0.5,0.2,0.1,0.1,0.2,0.3,0.2,0.4,0.3,0.6,0.1,0.2,0.1,0.7,0.2,0.54,0.38571428571428573,0.23333333333333336,0.36,0.26
0.3,0.2,0.4,0.1,0.2,0.3,0.1,0.1,0.2,0.3,0.2,0.3,0.4,0.2,0.1,0.2,0.2,0.3,0.5,0.6,0.3,0.5,0.4,0.1,0.2,0.2,0.3,0.2,0.24,0.21428571428571427,0.23333333333333336,0.4600000000000001,0.2
0.3,0.6,0.2,0.4,0.5,0.7,0.1,0.3,0.7,0.8,0.3,0.8,0.6,0.4,0.7,0.7,0.6,0.5,0.8,0.9,0.7,0.7,0.8,1.0,0.1,0.2,0.4,0.3,0.4,0.5285714285714285,0.5833333333333334,0.78,0.4
0.6,0.8,0.4,0.3,0.7,0.2,0.1,0.1,0.3,0.2,0.7,0.3,0.8,0.4,0.7,0.6,0.7,0.6,0.8,0.9,0.5,0.8,0.7,0.5,0.2,0.3,0.5,0.4,0.5599999999999999,0.2714285714285714,0.6333333333333334,0.74,0.38
0.5,0.7,0.3,0.4,0.6,0.2,0.1,0.3,0.4,0.3,0.8,0.2,0.5,0.3,0.6,0.5,0.5,0.4,0.6,0.7,0.4,0.5,0.6,0.5,0.2,0.3,0.5,0.4,0.5,0.3285714285714286,0.4666666666666666,0.5599999999999999,0.38
0.3,0.7,0.2,0.5,0.8,0.4,0.1,0.2,0.4,0.3,0.6,0.3,0.5,0.2,0.7,0.7,0.6,0.4,0.5,0.6,0.5,0.5,0.4,0.9,0.1,0.1,0.6,0.4,0.5,0.32857142857142857,0.5166666666666666,0.5,0.42000000000000004
0.5,0.8,0.3,0.2,0.6,0.4,0.1,0.2,0.5,0.3,0.3,0.4,0.2,0.3,0.3,0.1,0.1,0.1,0.4,0.4,0.5,0.7,0.5,0.2,0.1,0.1,0.6,0.3,0.48,0.31428571428571433,0.18333333333333335,0.5,0.26
0.5,0.3,0.4,0.2,0.3,0.6,0.1,0.4,0.6,0.7,0.2,0.8,0.5,0.4,0.3,0.2,0.3,0.4,0.6,0.4,0.7,0.5,0.5,0.2,0.3,0.3,0.4,0.3,0.34,0.48571428571428577,0.35000000000000003,0.54,0.30000000000000004
0.3,0.2,0.2,0.4,0.3,0.5,0.1,0.3,0.6,0.7,0.3,0.5,0.8,0.4,0.3,0.5,0.8,0.7,0.9,0.8,0.7,0.5,0.6,0.3,0.2,0.2,0.4,0.3,0.28,0.42857142857142855,0.5833333333333334,0.7000000000000001,0.28
0.5,0.3,0.2,0.1,0.4,0.2,0.1,0.1,0.2,0.2,0.1,0.3,0.1,0.1,0.1,0.0,0.0,0.1,0.3,0.3,0.2,0.3,0.3,0.1,0.1,0.1,0.7,0.1,0.3,0.17142857142857143,0.06666666666666667,0.28,0.22000000000000003
0.3,0.8,0.2,0.1,0.5,0.4,0.1,0.2,0.3,0.3,0.2,0.4,0.5,0.3,0.4,0.3,0.4,0.5,0.4,0.5,0.3,0.4,0.4,0.6,0.1,0.1,0.4,0.3,0.38,0.2714285714285714,0.4000000000000001,0.4,0.3
0.8,0.7,0.3,0.2,0.9,0.5,0.1,0.2,0.4,0.3,0.3,0.4,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.4,0.1,0.1,0.1,0.9,0.2,0.58,0.31428571428571433,0.13333333333333333,0.25999999999999995,0.28
0.5,0.3,0.7,0.2,0.6,0.4,0.1,0.2,0.5,0.6,0.3,0.7,0.5,0.4,0.2,0.1,0.2,0.3,0.7,0.6,0.5,0.4,0.5,0.1,0.6,0.9,0.4,0.7,0.45999999999999996,0.39999999999999997,0.2833333333333334,0.5399999999999999,0.54
0.6,0.4,0.8,0.3,0.5,0.2,0.1,0.3,0.4,0.3,0.2,0.5,0.4,0.3,0.2,0.1,0.1,0.2,0.3,0.2,0.4,0.5,0.4,0.1,0.6,0.3,0.5,0.2,0.52,0.2857142857142857,0.21666666666666665,0.36,0.33999999999999997
0.7,0.5,0.6,0.4,0.6,0.3,0.2,0.2,0.3,0.4,0.3,0.5,0.9,0.4,0.3,0.5,0.9,0.9,0.4,0.5,0.4,0.6,0.5,0.2,0.3,0.3,0.6,0.3,0.5599999999999999,0.31428571428571433,0.65,0.48,0.33999999999999997
0.8,0.7,0.9,0.6,0.7,0.5,0.3,0.4,0.5,0.4,0.6,0.5,0.5,0.4,0.5,0.4,0.4,0.3,0.6,0.5,0.7,0.8,0.7,0.3,0.6,0.4,0.8,0.5,0.74,0.4571428571428572,0.4166666666666666,0.6599999999999999,0.5199999999999999
0.8,0.3,0.9,0.4,0.5,0.6,0.2,0.4,0.5,0.5,0.4,0.6,0.5,0.3,0.4,0.3,0.3,0.4,0.7,0.7,0.5,0.9,0.8,0.2,0.4,0.3,0.6,0.4,0.58,0.4571428571428572,0.3666666666666667,0.72,0.38
0.7,0.6,0.5,0.4,0.6,0.5,0.3,0.4,0.6,0.5,0.4,0.5,0.5,0.4,0.3,0.3,0.3,0.4,0.6,0.7,0.6,0.5,0.6,0.3,0.4,0.4,0.7,0.5,0.5599999999999999,0.4571428571428572,0.3666666666666667,0.6,0.45999999999999996
0.7,0.5,0.8,0.3,0.6,0.4,0.2,0.3,0.4,0.3,0.5,0.4,0.3,0.2,0.3,0.2,0.2,0.2,0.4,0.3,0.4,0.5,0.6,0.2,0.5,0.3,0.7,0.3,0.58,0.3571428571428572,0.2333333333333333,0.44000000000000006,0.4
0.8,0.3,0.6,0.7,0.5,0.2,0.1,0.4,0.3,0.2,0.7,0.4,0.5,0.3,0.4,0.3,0.3,0.4,0.5,0.6,0.4,0.5,0.8,0.2,0.3,0.2,0.7,0.5,0.5800000000000001,0.32857142857142857,0.3666666666666667,0.5599999999999999,0.38
0.9,0.8,0.7,0.3,0.8,0.6,0.2,0.4,0.5,0.5,0.3,0.7,0.5,0.6,0.3,0.2,0.2,0.3,0.4,0.3,0.5,0.4,0.5,0.1,0.6,0.4,0.8,0.3,0.7,0.4571428571428572,0.35000000000000003,0.42000000000000004,0.44000000000000006
0.7,0.5,0.8,0.6,0.7,0.6,0.3,0.4,0.5,0.5,0.6,0.5,0.7,0.4,0.3,0.4,0.5,0.6,0.7,0.8,0.6,0.8,0.8,0.3,0.5,0.4,0.7,0.6,0.6599999999999999,0.4857142857142857,0.4833333333333334,0.74,0.5
0.8,0.6,0.9,0.3,0.7,0.5,0.2,0.3,0.4,0.3,0.4,0.5,0.4,0.3,0.2,0.1,0.1,0.2,0.3,0.4,0.3,0.6,0.7,0.1,0.5,0.2,0.6,0.3,0.6599999999999999,0.37142857142857144,0.21666666666666665,0.45999999999999996,0.33999999999999997
0.4,0.3,0.5,0.2,0.3,0.2,0.1,0.1,0.2,0.2,0.3,0.2,0.3,0.2,0.3,0.3,0.3,0.2,0.3,0.4,0.3,0.5,0.4,0.2,0.2,0.1,0.4,0.3,0.33999999999999997,0.18571428571428572,0.26666666666666666,0.38,0.24
0.7,0.5,0.6,0.3,0.6,0.4,0.2,0.3,0.5,0.4,0.5,0.4,0.5,0.3,0.4,0.3,0.3,0.4,0.6,0.7,0.5,0.8,0.6,0.3,0.4,0.3,0.7,0.4,0.5399999999999999,0.38571428571428573,0.3666666666666667,0.6399999999999999,0.42000000000000004
0.7,0.8,0.6,0.3,0.5,0.4,0.1,0.2,0.5,0.6,0.3,0.5,0.4,0.3,0.2,0.1,0.1,0.2,0.4,0.3,0.5,0.3,0.6,0.1,0.4,0.3,0.7,0.4,0.58,0.3714285714285714,0.21666666666666665,0.42000000000000004,0.38
0.7,0.5,0.8,0.3,0.6,0.7,0.2,0.4,0.6,0.7,0.3,0.8,0.5,0.4,0.3,0.2,0.2,0.3,0.5,0.4,0.6,0.9,0.7,0.2,0.4,0.3,0.7,0.3,0.58,0.5285714285714285,0.31666666666666665,0.6199999999999999,0.38
0.6,0.4,0.7,0.3,0.5,0.6,0.2,0.3,0.5,0.4,0.3,0.5,0.6,0.4,0.5,0.5,0.5,0.6,0.5,0.6,0.4,0.7,0.6,0.3,0.4,0.3,0.5,0.3,0.5,0.39999999999999997,0.5166666666666667,0.56,0.36
0.7,0.9,0.3,0.4,0.8,0.6,0.1,0.3,0.5,0.2,0.4,0.5,0.2,0.3,0.6,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.4,0.1,0.1,0.1,0.7,0.2,0.6200000000000001,0.37142857142857144,0.2333333333333334,0.24,0.24
0.8,0.3,0.7,0.2,0.4,0.6,0.1,0.3,0.5,0.4,0.5,0.4,0.3,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0.2,0.5,0.6,0.1,0.3,0.2,0.7,0.1,0.48,0.39999999999999997,0.18333333333333332,0.3,0.28
0.7,0.3,0.6,0.4,0.5,0.5,0.2,0.3,0.4,0.3,0.6,0.4,0.5,0.7,0.5,0.5,0.5,0.5,0.6,0.6,0.4,0.7,0.6,0.5,0.3,0.3,0.5,0.4,0.5,0.3857142857142857,0.5333333333333333,0.58,0.4
0.5,0.3,0.4,0.2,0.3,0.2,0.0,0.1,0.2,0.1,0.3,0.2,0.3,0.1,0.4,0.5,0.4,0.3,0.3,0.4,0.2,0.3,0.4,0.7,0.1,0.1,0.3,0.2,0.34,0.1571428571428571,0.3333333333333333,0.32,0.27999999999999997
0.6,0.4,0.7,0.3,0.5,0.2,0.1,0.1,0.3,0.2,0.4,0.3,0.5,0.3,0.4,0.5,0.4,0.4,0.6,0.7,0.5,0.8,0.6,0.8,0.3,0.2,0.5,0.4,0.5,0.22857142857142856,0.4166666666666667,0.6399999999999999,0.44000000000000006
0.7,0.9,0.5,0.3,0.6,0.8,0.2,0.4,0.7,0.5,0.4,0.6,0.5,0.4,0.5,0.3,0.3,0.4,0.5,0.4,0.5,0.6,0.7,0.2,0.3,0.2,0.8,0.3,0.6,0.5142857142857142,0.39999999999999997,0.54,0.36
0.7,0.5,0.6,0.4,0.5,0.3,0.2,0.3,0.4,0.3,0.5,0.4,0.5,0.3,0.4,0.3,0.3,0.4,0.5,0.6,0.4,0.7,0.8,0.3,0.2,0.2,0.6,0.4,0.5399999999999999,0.34285714285714286,0.3666666666666667,0.6,0.33999999999999997
0.7,0.4,0.8,0.3,0.6,0.5,0.2,0.3,0.4,0.6,0.5,0.5,0.9,0.4,0.5,0.7,0.8,0.8,0.6,0.7,0.5,0.7,0.8,0.3,0.4,0.3,0.6,0.3,0.56,0.42857142857142855,0.6833333333333332,0.6599999999999999,0.38
0.7,0.6,0.5,0.3,0.5,0.4,0.1,0.2,0.4,0.3,0.2,0.3,0.2,0.1,0.3,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.3,0.1,0.1,0.1,0.5,0.2,0.5199999999999999,0.27142857142857146,0.15,0.24,0.2
0.7,0.5,0.8,0.3,0.6,0.4,0.2,0.3,0.4,0.3,0.5,0.4,0.3,0.2,0.3,0.2,0.2,0.2,0.4,0.3,0.4,0.5,0.6,0.1,0.7,0.3,0.6,0.3,0.58,0.3571428571428572,0.2333333333333333,0.44000000000000006,0.39999999999999997
0.7,0.4,0.6,0.3,0.5,0.4,0.1,0.5,0.3,0.2,0.4,0.3,0.4,0.3,0.2,0.1,0.1,0.2,0.5,0.6,0.4,0.8,0.7,0.1,0.2,0.1,0.5,0.3,0.5,0.3142857142857142,0.21666666666666665,0.6,0.24
0.6,0.4,0.7,0.3,0.5,0.4,0.2,0.3,0.4,0.3,0.5,0.6,0.5,0.4,0.3,0.2,0.2,0.3,0.4,0.5,0.4,0.6,0.5,0.2,0.4,0.3,0.5,0.3,0.5,0.3857142857142858,0.31666666666666665,0.48,0.34
0.6,0.4,0.7,0.5,0.8,0.3,0.2,0.2,0.4,0.3,0.7,0.4,0.8,0.3,0.6,0.7,0.7,0.8,0.5,0.6,0.4,0.5,0.6,0.8,0.2,0.2,0.5,0.4,0.6,0.35714285714285715,0.65,0.52,0.42000000000000004
0.6,0.4,0.5,0.3,0.4,0.5,0.2,0.3,0.4,0.5,0.3,0.5,0.4,0.3,0.3,0.2,0.2,0.3,0.4,0.5,0.4,0.6,0.5,0.2,0.3,0.2,0.4,0.3,0.44000000000000006,0.3857142857142857,0.2833333333333333,0.48,0.28
0.7,0.5,0.6,0.3,0.4,0.5,0.1,0.2,0.4,0.3,0.5,0.4,0.3,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.6,0.7,0.1,0.3,0.1,0.5,0.2,0.4999999999999999,0.34285714285714286,0.2333333333333333,0.5,0.24
0.6,0.4,0.7,0.3,0.5,0.5,0.1,0.2,0.4,0.6,0.3,0.5,0.2,0.1,0.1,0.1,0.1,0.1,0.5,0.4,0.3,0.7,0.6,0.1,0.2,0.1,0.8,0.2,0.5,0.37142857142857144,0.11666666666666665,0.5,0.28
0.7,0.5,0.8,0.4,0.6,0.5,0.2,0.3,0.6,0.7,0.4,0.6,0.5,0.4,0.3,0.3,0.3,0.4,0.7,0.7,0.6,0.8,0.7,0.3,0.5,0.4,0.6,0.4,0.6,0.4714285714285714,0.3666666666666667,0.7,0.44000000000000006
0.7,0.6,0.8,0.5,0.7,0.4,0.2,0.3,0.5,0.4,0.6,0.5,0.5,0.4,0.3,0.2,0.2,0.3,0.8,0.9,0.6,0.7,0.8,0.3,0.4,0.3,0.6,0.5,0.6599999999999999,0.4142857142857143,0.31666666666666665,0.76,0.42000000000000004
0.7,0.6,0.5,0.4,0.6,0.5,0.2,0.3,0.5,0.4,0.5,0.4,0.3,0.3,0.5,0.4,0.4,0.3,0.6,0.5,0.4,0.7,0.6,0.3,0.2,0.2,0.5,0.3,0.5599999999999999,0.39999999999999997,0.36666666666666664,0.56,0.3
0.4,0.3,0.5,0.2,0.6,0.7,0.1,0.3,0.5,0.6,0.3,0.5,0.4,0.3,0.4,0.3,0.3,0.3,0.5,0.6,0.5,0.7,0.5,0.4,0.2,0.2,0.5,0.3,0.4,0.4285714285714285,0.3333333333333333,0.5599999999999999,0.32
0.7,0.6,0.9,0.8,0.8,0.5,0.3,0.4,0.6,0.7,0.7,0.5,0.6,0.4,0.5,0.5,0.5,0.5,0.7,0.8,0.6,0.7,0.8,0.7,0.6,0.7,0.7,0.6,0.76,0.5285714285714286,0.5,0.72,0.6599999999999999
0.7,0.5,0.8,0.3,0.4,0.6,0.2,0.3,0.5,0.4,0.3,0.5,0.4,0.3,0.2,0.5,0.6,0.3,0.4,0.3,0.4,0.6,0.7,0.2,0.5,0.4,0.6,0.3,0.5399999999999999,0.39999999999999997,0.3833333333333333,0.4800000000000001,0.4
0.8,0.6,0.7,0.3,0.5,0.4,0.1,0.2,0.3,0.4,0.5,0.3,0.4,0.3,0.2,0.2,0.3,0.3,0.4,0.5,0.4,0.7,0.6,0.2,0.3,0.2,0.7,0.3,0.5799999999999998,0.3142857142857142,0.2833333333333333,0.52,0.33999999999999997
0.7,0.5,0.9,0.3,0.6,0.4,0.2,0.3,0.5,0.4,0.3,0.5,0.4,0.3,0.2,0.1,0.1,0.3,0.4,0.3,0.4,0.5,0.6,0.1,0.9,0.3,0.5,0.4,0.6,0.37142857142857144,0.2333333333333333,0.44000000000000006,0.44000000000000006
0.7,0.8,0.6,0.5,0.8,0.4,0.2,0.3,0.5,0.4,0.6,0.3,0.5,0.4,0.7,0.6,0.5,0.4,0.6,0.7,0.5,0.8,0.7,0.3,0.4,0.9,0.6,0.5,0.68,0.38571428571428573,0.5166666666666667,0.6599999999999999,0.54
0.7,0.5,0.8,0.3,0.6,0.4,0.2,0.3,0.5,0.4,0.3,0.5,0.6,0.4,0.3,0.4,0.5,0.5,0.6,0.5,0.4,0.8,0.7,0.2,0.4,0.3,0.7,0.3,0.58,0.37142857142857144,0.45,0.6,0.38
0.7,0.4,0.8,0.3,0.5,0.6,0.2,0.3,0.4,0.3,0.5,0.4,0.3,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.4,0.6,0.7,0.2,0.5,0.3,0.6,0.4,0.54,0.3857142857142857,0.25,0.5199999999999999,0.4
0.7,0.3,0.8,0.4,0.5,0.6,0.2,0.3,0.5,0.6,0.4,0.5,0.7,0.4,0.3,0.5,0.6,0.6,0.5,0.5,0.4,0.7,0.6,0.2,0.5,0.7,0.5,0.3,0.54,0.4428571428571429,0.5166666666666667,0.5399999999999999,0.43999999999999995
0.8,0.7,0.6,0.5,0.9,0.7,0.3,0.4,0.6,0.5,0.4,0.5,0.6,0.4,0.7,0.7,0.6,0.5,0.5,0.6,0.5,0.5,0.8,0.8,0.3,0.2,0.9,0.4,0.7,0.4857142857142857,0.5833333333333334,0.5800000000000001,0.52
0.6,0.5,0.4,0.3,0.7,0.5,0.2,0.3,0.4,0.3,0.6,0.2,0.5,0.3,0.7,0.7,0.6,0.4,0.5,0.6,0.4,0.5,0.5,0.8,0.2,0.2,0.6,0.4,0.5,0.35714285714285715,0.5333333333333333,0.5,0.43999999999999995
0.8,0.6,0.9,0.5,0.7,0.4,0.2,0.3,0.5,0.6,0.4,0.5,0.6,0.3,0.2,0.1,0.1,0.3,0.7,0.8,0.5,0.7,0.9,0.2,0.4,0.3,0.7,0.4,0.7,0.41428571428571426,0.26666666666666666,0.72,0.4
0.9,0.8,0.9,0.8,0.9,0.5,0.3,0.4,0.6,0.5,0.7,0.6,0.5,0.7,0.4,0.2,0.2,0.4,0.5,0.6,0.7,0.5,0.8,0.2,0.9,0.6,0.9,0.7,0.8600000000000001,0.5142857142857143,0.39999999999999997,0.6199999999999999,0.6599999999999999
0.6,0.3,0.7,0.2,0.4,0.5,0.1,0.3,0.4,0.3,0.5,0.4,0.5,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.3,0.8,0.7,0.2,0.3,0.2,0.5,0.3,0.43999999999999995,0.3571428571428571,0.39999999999999997,0.5800000000000001,0.3
0.5,0.7,0.6,0.3,0.6,0.4,0.1,0.2,0.4,0.3,0.3,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.3,0.4,0.4,0.3,0.5,0.2,0.3,0.2,0.6,0.3,0.5399999999999999,0.31428571428571433,0.26666666666666666,0.38,0.31999999999999995
0.6,0.7,0.5,0.4,0.6,0.5,0.2,0.4,0.5,0.6,0.7,0.5,0.6,0.3,0.5,0.4,0.5,0.6,0.7,0.7,0.6,0.8,0.6,0.3,0.4,0.3,0.5,0.4,0.5599999999999999,0.48571428571428577,0.48333333333333334,0.6799999999999999,0.38
0.5,0.8,0.3,0.2,0.6,0.7,0.0,0.0,0.7,0.4,0.3,0.6,0.4,0.5,0.3,0.2,0.2,0.3,0.5,0.4,0.7,0.3,0.5,0.1,0.1,0.1,0.6,0.2,0.48,0.3857142857142857,0.31666666666666665,0.4800000000000001,0.22000000000000003
0.6,0.3,0.4,0.2,0.3,0.5,0.1,0.3,0.4,0.3,0.2,0.5,0.3,0.2,0.2,0.1,0.1,0.1,0.3,0.2,0.4,0.3,0.5,0.1,0.1,0.1,0.4,0.2,0.36,0.32857142857142857,0.16666666666666666,0.33999999999999997,0.18000000000000002
0.6,0.8,0.4,0.2,0.5,0.7,0.1,0.3,0.6,0.4,0.3,0.7,0.4,0.5,0.4,0.3,0.3,0.3,0.5,0.3,0.6,0.4,0.5,0.2,0.3,0.2,0.7,0.3,0.5,0.4428571428571428,0.3666666666666667,0.45999999999999996,0.33999999999999997
0.5,0.3,0.6,0.2,0.4,0.5,0.1,0.2,0.4,0.3,0.2,0.4,0.3,0.3,0.2,0.2,0.2,0.3,0.4,0.3,0.4,0.5,0.5,0.1,0.2,0.2,0.4,0.2,0.4,0.3,0.25,0.42000000000000004,0.22000000000000003
0.7,0.8,0.6,0.4,0.7,0.5,0.3,0.2,0.4,0.3,0.6,0.4,0.7,0.3,0.5,0.6,0.6,0.7,0.5,0.8,0.4,0.7,0.6,0.5,0.4,0.3,0.7,0.5,0.64,0.3857142857142857,0.5666666666666668,0.6000000000000001,0.48
0.8,0.6,0.5,0.4,0.7,0.5,0.3,0.4,0.5,0.4,0.6,0.7,0.6,0.8,0.3,0.4,0.5,0.5,0.5,0.4,0.5,0.4,0.7,0.2,0.5,0.3,0.8,0.6,0.6,0.48571428571428577,0.5166666666666667,0.5,0.48
